Actor/Actress	Movie	Year
AARON, CAROLINE	THE BROTHER FROM ANOTHER PLANET	1984
AARON, CAROLINE	BIG NIGHT	1996
AARON, CAROLINE	AMY'S ORGASM	2001
AARON, CAROLINE	THE SECRET LIFE OF ZOEY	2002
AARON, CAROLINE	NOBODY'S BABY	2001
AARON, CAROLINE	PUMPKIN	2002
AARON, CAROLINE	ANYWHERE BUT HERE	1999
AARON, CAROLINE	DECONSTRUCTING HARRY	1997
AARON, CAROLINE	JOE DIRT	2001
AARON, CAROLINE	HOUSE ARREST	1996
AARON, CAROLINE	WHAT PLANET ARE YOU FROM?	2000
AARON, CAROLINE	A MODERN AFFAIR	1995
AARON, CAROLINE	NEVER AGAIN	2001
AARON, CAROLINE	WHEN BILLIE BEAT BOBBY	2001
AARON, CAROLINE	SLEEPLESS IN SEATTLE	1993
AARON, CAROLINE	THE BOYS NEXT DOOR	1996
AARON, CAROLINE	LUCKY NUMBERS	2000
AARON, CAROLINE	HUSBANDS AND WIVES	1992
AARON, CAROLINE	BOUNCE	2000
AARON, CAROLINE	THIS IS MY LIFE	1992
AARON, CAROLINE	THERE'S NO FISH FOOD IN HEAVEN	1998
AARON, CAROLINE	MIXED NUTS	1994
AARON, CAROLINE	PRIMARY COLORS	1998
AARON, CAROLINE	DEAD AND ALIVE: THE RACE FOR GUS FARACE	1991
AARON, CAROLINE	THE PICKLE	1993
AARON, CAROLINE	WEAPONS OF MASS DISTRACTION	1997
AARONS, BONNIE	DEAR GOD	1996
AARONS, BONNIE	SHALLOW HAL	2001
AARONS, BONNIE	MULHOLLAND DR.	2001
AARONS, BONNIE	EXIT TO EDEN	1994
AASLAND, DEREK	THE SKULLS	2000
AASLAND, DEREK	FREQUENCY	2000
AASLAND, DEREK	KIDS IN THE HALL: BRAIN CANDY	1996
AASLAND, DEREK	RATED X	2000
AASLAND, DEREK	HENDRIX	2000
AASLAND, DEREK	TWO OF US	2000
AASLAND, DEREK	URBAN LEGENDS: FINAL CUT	2000
AASLAND, DEREK	BLEACHER BUMS	2001
ABATEMARCO, TONY	AUGGIE ROSE	2000
ABATEMARCO, TONY	TOWN & COUNTRY	2001
ABATEMARCO, TONY	SLEEPING WITH THE ENEMY	1991
ABATEMARCO, TONY	MUSIC FROM ANOTHER ROOM	1998
ABATEMARCO, TONY	SUBTERFUGE	1996
ABATEMARCO, TONY	CLOCKSTOPPERS	2002
ABATEMARCO, TONY	I AM SAM	2001
ABATEMARCO, TONY	ALL OVER THE GUY	2001
ABATEMARCO, TONY	SACRIFICE	2000
ABBASS, HIAM	CHACUN CHERCHE SON CHAT	1996
ABBOTT, ANNIE (I)	RENNIE'S LANDING	2001
ABBOTT, ANNIE (I)	CAN'T BE HEAVEN	2000
ABBOTT, DEBORAH	SLAP HER, SHE'S FRENCH!	2002
ABBOTT, DEBORAH	WHERE THE HEART IS	2000
ABBOTT, DEBORAH	THE NEW GUY	2002
ABBOTT, DEBORAH	SPY KIDS 2: ISLAND OF LOST DREAMS	2002
ABBOTT, DEBORAH	MISS CONGENIALITY	2000
ABBOTT, DEBORAH	AT ANY COST	2000
ABDOO, ROSE	MY BEST FRIEND'S WEDDING	1997
ABDOO, ROSE	U.S. MARSHALS	1998
ABDOO, ROSE	UNCONDITIONAL LOVE	2002
ABE, TSUYOSHI (I)	TYCUS	1999
ABE, TSUYOSHI (I)	BLACK FRIDAY	2001
ABE, TSUYOSHI (I)	NO WAY BACK	1995
ABECKASER, DANNY A.	MADE	2001
ABELANSKI, LIONEL	TRAIN DE VIE	1998
ABELANSKI, LIONEL	MA FEMME EST UNE ACTRICE	2001
ABELL, ALISTAIR	TURBULENCE 3: HEAVY METAL	2001
ABELL, ALISTAIR	PRESSURE	2002
ABELL, ALISTAIR	THE DEAD ZONE	2002
ABELL, ALISTAIR	FOR THE MOMENT	1993
ABELL, ALISTAIR	THE HOT KARL	2001
ABELL, TIM	SUNSET STRIP	1993
ABELL, TIM	HYBRID	1998
ABELL, TIM	THE ESCORT III	1999
ABELL, TIM	RAPID ASSAULT	1997
ABELL, TIM	NIGHT SHADE	1996
ABELL, TIM	ATTACK OF THE 60 FOOT CENTERFOLDS	1995
ABELL, TIM	OVER THE WIRE	1996
ABELL, TIM	VIVA LAS NOWHERE	2001
ABELL, TIM	INSTINCT TO KILL	2001
ABELL, TIM	MASSEUSE	1996
ABELL, TIM	BLACK WIDOW ESCORT	1998
ABELL, TIM	THE BASE	1999
ABELL, TIM	STRATEGIC COMMAND	1997
ABELL, TIM	SEXUAL ROULETTE	1996
ABELL, TIM	STEEL SHARKS	1997
ABELL, TIM	ACTIVE STEALTH	1999
ABELL, TIM	THE SUBSTITUTE: FAILURE IS NOT AN OPTION	2001
ABELL, TIM	ON THE BLOCK	1990
ABELL, TIM	RAPTOR	2001
ABELL, TIM	DESERT THUNDER	1999
ABELL, TIM	FUGITIVE RAGE	1996
ABELL, TIM	FATAL PASSION	1995
ABELL, TIM	WE WERE SOLDIERS	2002
ABERCROMBIE, IAN	PUPPET MASTER III: TOULON'S REVENGE	1991
ABERCROMBIE, IAN	ARMY OF DARKNESS	1992
ABERCROMBIE, IAN	ZANDALEE	1991
ABERCROMBIE, IAN	ADDAMS FAMILY VALUES	1993
ABERCROMBIE, IAN	BIMBO MOVIE BASH	1997
ABERCROMBIE, IAN	MOUSEHUNT	1997
ABERCROMBIE, IAN	CHROMIUMBLUE.COM	2002
ABERCROMBIE, IAN	THE MOLLY MAGUIRES	1970
ABERCROMBIE, IAN	CLEAN SLATE	1994
ABERCROMBIE, IAN	WILD WILD WEST	1999
ABERCROMBIE, IAN	THE PUBLIC EYE	1992
ABERCROMBIE, IAN	JACK FROST 2: REVENGE OF THE MUTANT KILLER SNOWMAN	2000
ABERCROMBIE, IAN	THE LOST WORLD: JURASSIC PARK	1997
ABERGEL, RAKEFET	SHE'S ALL THAT	1999
ABERNATHY, DONZALEIGH	DON KING: ONLY IN AMERICA	1997
ABERNATHY, DONZALEIGH	MISS EVERS' BOYS	1997
ABERNATHY, DONZALEIGH	SIRENS	1993
ABERNATHY, DONZALEIGH	LONE JUSTICE 2	1995
ABERNATHY, DONZALEIGH	THE TEMPEST	1998
ABERNATHY, DONZALEIGH	WHITEWASH: THE CLARENCE BRANDLEY STORY	2002
ABERNATHY, DONZALEIGH	CAMP NOWHERE	1994
ABERNATHY, DONZALEIGH	NED BLESSING: THE STORY OF MY LIFE AND TIMES	1993
ABERNATHY, DONZALEIGH	AWAKE TO DANGER	1995
ABERNATHY, LOUISA	ENOUGH	2002
ABERNATHY, LOUISA	THE GARDENER	1998
ABERNATHY, LOUISA	STREET SOLDIERS	1991
ABERNATHY, LOUISA	OUT TO SEA	1997
ABERNATHY, LOUISA	CB4	1993
ABESAMIS, AMERICUS	JOE'S APARTMENT	1996
ABKARIAN, SIMON	CHACUN CHERCHE SON CHAT	1996
ABKARIAN, SIMON	THE TRUTH ABOUT CHARLIE	2002
ABKARIAN, SIMON	ARARAT	2002
ABRAHAM, F. MURRAY	SURVIVING THE GAME	1994
ABRAHAM, F. MURRAY	MIGHTY APHRODITE	1995
ABRAHAM, F. MURRAY	DILLINGER AND CAPONE	1995
ABRAHAM, F. MURRAY	AMADEUS	1984
ABRAHAM, F. MURRAY	DEAD MAN'S WALK	1996
ABRAHAM, F. MURRAY	ERUPTION	1997
ABRAHAM, F. MURRAY	NOSTRADAMUS	1994
ABRAHAM, F. MURRAY	THIR13EN GHOSTS	2001
ABRAHAM, F. MURRAY	MOBSTERS	1991
ABRAHAM, F. MURRAY	BY THE SWORD	1991
ABRAHAM, F. MURRAY	FRESH	1994
ABRAHAM, F. MURRAY	EXCELLENT CADAVERS	1999
ABRAHAM, F. MURRAY	MIMIC	1997
ABRAHAM, F. MURRAY	FINDING FORRESTER	2000
ABRAHAM, F. MURRAY	STAR TREK: INSURRECTION	1998
ABRAHAM, F. MURRAY	LAST ACTION HERO	1993
ABRAHAM, F. MURRAY	LOOKING FOR RICHARD	1996
ABRAHAM, F. MURRAY	LOADED WEAPON 1	1993
ABRAHAM, F. MURRAY	THE ALL NEW ADVENTURES OF LAUREL & HARDY IN 'FOR LOVE OR MUMMY'	1999
ABRAHAM, F. MURRAY	CHILDREN OF THE REVOLUTION	1996
ABRAHAM, F. MURRAY	THE BONFIRE OF THE VANITIES	1990
ABRAHAM, F. MURRAY	BABY FACE NELSON	1996
ABRAHAM, FALCONER	DOWN CAME A BLACKBIRD	1995
ABRAHAM, FALCONER	THE LEGEND OF GATOR FACE	1996
ABRAHAM, FALCONER	THE DONOR	1995
ABRAHAM, FALCONER	RUDE	1995
ABRAHAM, FALCONER	THE AIR UP THERE	1994
ABRAHAM, FALCONER	NO CONTEST II	1997
ABRAHAM, FALCONER	THE DEFENDERS: CHOICE OF EVILS	1998
ABRAHAM, FALCONER	FIRST DEGREE	1995
ABRAHAM, FALCONER	JOHNNY MNEMONIC	1995
ABRAHAMS, DOUG	KILLERS IN THE HOUSE	1998
ABRAHAMS, DOUG	A COOLER CLIMATE	1999
ABRAHAMS, DOUG	DISTURBING BEHAVIOR	1998
ABRAHAMS, DOUG	TITANIC	1996
ABRAHAMS, DOUG	POLTERGEIST: THE LEGACY	1996
ABRAHAMS, DOUG	BIG BULLY	1996
ABRAHAMS, DOUG	THE CRUSH	1993
ABRAHAMS, DOUG	THE DEAD ZONE	2002
ABRAHAMS, DOUG	IGNITION	2002
ABRAHAMS, DOUG	DEADLOCKED: ESCAPE FROM ZONE 14	1995
ABRAHAMS, DOUG	MY HUSBAND'S SECRET LIFE	1998
ABRAHAMS, DOUG	3000 MILES TO GRACELAND	2001
ABRAHAMS, DOUG	HOW TO KILL YOUR NEIGHBOR'S DOG	2000
ABRAHAMS, DOUG	THE HOT KARL	2001
ABRAHAMS, DOUG	SOMEONE TO DIE FOR	1995
ABRAHAMS, DOUG	THE AMAZING PANDA ADVENTURE	1995
ABRAHAMS, JON (I)	THEY	2002
ABRAHAMS, JON (I)	BOILER ROOM	2000
ABRAHAMS, JON (I)	DEAD MAN WALKING	1995
ABRAHAMS, JON (I)	BRINGING OUT THE DEAD	1999
ABRAHAMS, JON (I)	MEET THE PARENTS	2000
ABRAHAMS, JON (I)	SCARY MOVIE	2000
ABRAHAMS, JON (I)	OUTSIDE PROVIDENCE	1999
ABRAHAMS, JON (I)	MASTERMINDS	1997
ABRAHAMS, JON (I)	SCENES OF THE CRIME	2001
ABRAHAMS, JON (I)	TEXAS RANGERS	2001
ABRAHAMS, JON (I)	THE FACULTY	1998
ABRAMS, PATSY GRADY	LIBERTY HEIGHTS	1999
ABRAMS, PATSY GRADY	FIRST KID	1996
ABRAMS, PATSY GRADY	SERIAL MOM	1994
ABRAMS, PATSY GRADY	PECKER	1998
ABRAMS, PATSY GRADY	ENEMY OF THE STATE	1998
ABRAMS, PATSY GRADY	CECIL B. DEMENTED	2000
ABRELL, BRAD	MEN IN BLACK II	2002
ABRELL, BRAD	JUWANNA MANN	2002
ABRELL, BRAD	MEN IN BLACK	1997
ABUR, IOANA	SUBSPECIES 4: BLOODSTORM	1998
ABUR, IOANA	SHERLOCK	2002
ACEVEDO, KIRK	IN THE WEEDS	2000
ACEVEDO, KIRK	THE THIN RED LINE	1998
ACEVEDO, KIRK	BOILER ROOM	2000
ACEVEDO, KIRK	THE VISIT	2000
ACEVEDO, KIRK	DINNER RUSH	2000
ACEVEDO, KIRK	BAIT	2000
ACHESON, MARK	TRUE HEART	1997
ACHESON, MARK	EXCEPTION TO THE RULE	1997
ACHESON, MARK	THE PROPOSAL	2001
ACHESON, MARK	KILLER	1994
ACHESON, MARK	CONVICT COWBOY	1995
ACHESON, MARK	THE PRISONER OF ZENDA, INC.	1996
ACHESON, MARK	POLTERGEIST: THE LEGACY	1996
ACHESON, MARK	THE 13TH WARRIOR	1999
ACHESON, MARK	THE DEAD ZONE	2002
ACHESON, MARK	THE CRUSH	1993
ACHESON, MARK	DEAD HEAT	2002
ACHESON, MARK	MAGIC IN THE WATER	1995
ACHESON, MARK	SCREWED	2000
ACHESON, MARK	REINDEER GAMES	2000
ACHESON, MARK	DAD'S WEEK OFF	1997
ACHESON, MARK	3000 MILES TO GRACELAND	2001
ACHESON, MARK	I'LL BE HOME FOR CHRISTMAS	1998
ACHESON, MARK	TRIXIE	2000
ACHESON, MARK	STRANGE FREQUENCY	2001
ACHESON, MARK	LOOK WHO'S TALKING NOW	1993
ACKERMAN, FORREST J	ATTACK OF THE 60 FOOT CENTERFOLDS	1995
ACKERMAN, FORREST J	BRAINDEAD	1992
ACKERMAN, FORREST J	BIKINI DRIVE-IN	1995
ACKERMAN, FORREST J	BEVERLY HILLS COP III	1994
ACKERMAN, FORREST J	VAMPIRELLA	1996
ACKERMAN, FORREST J	INNOCENT BLOOD	1992
ACKLAND, JOSS	THE OBJECT OF BEAUTY	1991
ACKLAND, JOSS	DEADLY VOYAGE	1996
ACKLAND, JOSS	TO THE ENDS OF TIME	1996
ACKLAND, JOSS	D3: THE MIGHTY DUCKS	1996
ACKLAND, JOSS	FIRELIGHT	1997
ACKLAND, JOSS	THE MIGHTY DUCKS	1992
ACKLAND, JOSS	A WOMAN NAMED JACKIE	1991
ACKLAND, JOSS	SURVIVING PICASSO	1996
ACKLAND, JOSS	SWEPT FROM THE SEA	1997
ACKLAND, JOSS	MIRACLE ON 34TH STREET	1994
ACKLAND, JOSS	CITIZEN X	1995
ACKLAND, JOSS	A KID IN KING ARTHUR'S COURT	1995
ACKLAND, JOSS	PASSION OF MIND	2000
ACKLAND, JOSS	NOWHERE TO RUN	1993
ACKLAND, JOSS	MOTHER'S BOYS	1994
ACKLAND, JOSS	NO GOOD DEED	2002
ACKLAND, JOSS	SHADOWCHASER	1992
ACKLAND, JOSS	MY GIANT	1998
ACKLAND, JOSS	K-19: THE WIDOWMAKER	2002
ACKLAND, JOSS	MAD DOGS AND ENGLISHMEN	1995
ACKLAND, JOSS	THE HOUSE THAT DRIPPED BLOOD	1971
ACOVONE, JAY	TIME UNDER FIRE	1997
ACOVONE, JAY	CRIME OF THE CENTURY	1996
ACOVONE, JAY	CROSSCUT	1996
ACOVONE, JAY	FOXFIRE	1996
ACOVONE, JAY	STEPFATHER III	1992
ACOVONE, JAY	CRASH DIVE	1997
ACOVONE, JAY	MOLLY	1999
ACOVONE, JAY	INDEPENDENCE DAY	1996
ACOVONE, JAY	OUT FOR JUSTICE	1991
ACOVONE, JAY	THE AMATI GIRLS	2000
ACOVONE, JAY	RED SHOE DIARIES	1992
ACOVONE, JAY	RED SHOE DIARIES 15: FORBIDDEN ZONE	2002
ACOVONE, JAY	CROCODILE DUNDEE IN LOS ANGELES	2001
ACOVONE, JAY	OPPOSITE CORNERS	1997
ACOVONE, JAY	CAST AWAY	2000
ACOVONE, JAY	THE PEACEMAKER	1997
ACOVONE, JAY	COLLATERAL DAMAGE	2002
ACOVONE, JAY	LOOKIN' ITALIAN	1994
ACUÒA, JASON 'WEE MAN'	JACKASS: THE MOVIE	2002
ADACHI, LEANNE	DEEP RISING	1998
ADACHI, LEANNE	THE DEAD ZONE	2002
ADAIR-RIOS, MARK	STEALTH FIGHTER	1999
ADAIR-RIOS, MARK	CANDYMAN: DAY OF THE DEAD	1999
ADAIR-RIOS, MARK	FLYING VIRUS	2001
ADAIR-RIOS, MARK	COURAGE UNDER FIRE	1996
ADAIR-RIOS, MARK	INTERCEPTORS	1999
ADAIR-RIOS, MARK	THE PANDORA PROJECT	1998
ADAIR-RIOS, MARK	FOOLS RUSH IN	1997
ADAIR-RIOS, MARK	ENCINO MAN	1992
ADAIR-RIOS, MARK	SPEED 2: CRUISE CONTROL	1997
ADAIR-RIOS, MARK	CROCODILE DUNDEE IN LOS ANGELES	2001
ADAIR-RIOS, MARK	AMERICAN VIRGIN	1999
ADAIR-RIOS, MARK	THICK AS THIEVES	1999
ADAIR-RIOS, MARK	DOCTOR DOLITTLE	1998
ADAIR-RIOS, MARK	STIGMATA	1999
ADAMS, AMY (III)	PUMPKIN	2002
ADAMS, AMY (III)	SERVING SARA	2002
ADAMS, AMY (III)	DROP DEAD GORGEOUS	1999
ADAMS, AMY (III)	CATCH ME IF YOU CAN	2002
ADAMS, AMY (III)	THE SLAUGHTER RULE	2002
ADAMS, AMY (III)	CRUEL INTENTIONS 2	2000
ADAMS, BLAKE (I)	SHADES OF GRAY	1997
ADAMS, BLAKE (I)	THE KILLER EYE	1999
ADAMS, BLAKE (I)	LIVE NUDE GIRLS	1995
ADAMS, BLAKE (I)	SIREN'S KISS	1995
ADAMS, BLAKE (I)	HEAD OF THE FAMILY	1996
ADAMS, BLAKE (I)	LURKING FEAR	1994
ADAMS, BROOKE (I)	AMERICAN PLAYHOUSE	1981
ADAMS, BROOKE (I)	SOMETIMES THEY COME BACK	1991
ADAMS, BROOKE (I)	PROBABLE CAUSE	1994
ADAMS, BROOKE (I)	MURDERS IN THE RUE MORGUE	1971
ADAMS, BROOKE (I)	THE UNBORN	1991
ADAMS, BROOKE (I)	THE BABY-SITTERS CLUB	1995
ADAMS, BROOKE (I)	MADE-UP	2002
ADAMS, ENID-RAYE	FOR THE MOMENT	1993
ADAMS, ENID-RAYE	THE DEAD ZONE	2002
ADAMS, ENID-RAYE	UNDERCOVER BROTHER	2002
ADAMS, ENID-RAYE	SLAP SHOT 2: BREAKING THE ICE	2002
ADAMS, JANE (II)	ORANGE COUNTY	2002
ADAMS, JANE (II)	A FISH IN THE BATHTUB	1999
ADAMS, JANE (II)	SONGCATCHER	2000
ADAMS, JANE (II)	MUSIC FROM ANOTHER ROOM	1998
ADAMS, JANE (II)	A TEXAS FUNERAL	1999
ADAMS, JANE (II)	MUMFORD	1999
ADAMS, JANE (II)	YOU'VE GOT MAIL	1998
ADAMS, JANE (II)	LIGHT SLEEPER	1992
ADAMS, JANE (II)	I LOVE TROUBLE	1994
ADAMS, JANE (II)	KANSAS CITY	1996
ADAMS, JANE (II)	THE ANNIVERSARY PARTY	2001
ADAMS, JANE (II)	MRS. PARKER AND THE VICIOUS CIRCLE	1994
ADAMS, JANE (II)	SEARCHING FOR DEBRA WINGER	2002
ADAMS, JANE (II)	WONDER BOYS	2000
ADAMS, JANE (II)	FATHER OF THE BRIDE PART II	1995
ADAMS, JOEY LAUREN	HARVARD MAN	2001
ADAMS, JOEY LAUREN	S.F.W.	1994
ADAMS, JOEY LAUREN	BEAUTIFUL	2000
ADAMS, JOEY LAUREN	THE PROGRAM	1993
ADAMS, JOEY LAUREN	BIO-DOME	1996
ADAMS, JOEY LAUREN	A COOL, DRY PLACE	1998
ADAMS, JOEY LAUREN	SLEEP WITH ME	1994
ADAMS, JOEY LAUREN	DAZED AND CONFUSED	1993
ADAMS, JOEY LAUREN	MICHAEL	1996
ADAMS, JOEY LAUREN	DR. DOLITTLE 2	2001
ADAMS, JOEY LAUREN	BIG DADDY	1999
ADAMS, JOEY LAUREN	MALLRATS	1995
ADAMS, JOEY LAUREN	CHASING AMY	1997
ADAMS, JOEY LAUREN	JAY AND SILENT BOB STRIKE BACK	2001
ADAMS, JOEY LAUREN	BEEPER	2002
ADAMS, JOEY LAUREN	BRUNO	2000
ADAMS, JOEY LAUREN	ON THE EDGE	2001
ADAMS, JOEY LAUREN	IN THE SHADOWS	2001
ADAMS, JOEY LAUREN	CONEHEADS	1993
ADAMS, LILLIAN	LITTLE NICKY	2000
ADAMS, LILLIAN	THE SWEETEST THING	2002
ADAMS, LILLIAN	MAGNOLIA	1999
ADAMS, LILLIAN	ANYWHERE BUT HERE	1999
ADAMS, LILLIAN	FOREIGN CORRESPONDENTS	1999
ADAMS, LILLIAN	KISS THE BRIDE	2002
ADAMS, LILLIAN	MIKE HAMMER, PRIVATE EYE	1997
ADAMS, LILLIAN	UNSTRUNG HEROES	1995
ADAMS, LILLIAN	ATTENTION SHOPPERS	2000
ADAMS, LLOYD (I)	IN THE COMPANY OF SPIES	1999
ADAMS, LLOYD (I)	UNIVERSAL SOLDIER III: UNFINISHED BUSINESS	1999
ADAMS, LLOYD (I)	THE PLANET OF JUNIOR BROWN	1997
ADAMS, LLOYD (I)	FUTURESPORT	1998
ADAMS, LLOYD (I)	NARC	2002
ADAMS, LLOYD (I)	PAPERTRAIL	1998
ADAMS, LLOYD (I)	OPEN SEASON	1995
ADAMS, LLOYD (I)	NEW BLOOD	2000
ADAMS, LLOYD (I)	CARACARA	1999
ADAMS, LLOYD (I)	BOUNTY HUNTERS	1996
ADAMS, LLOYD (I)	ONE TOUGH COP	1998
ADAMS, LLOYD (I)	IN TOO DEEP	1999
ADAMS, LYNNE (I)	REQUIEM FOR MURDER	1999
ADAMS, LYNNE (I)	FRANKENSTEIN AND ME	1996
ADAMS, LYNNE (I)	DEAD INNOCENT	1997
ADAMS, LYNNE (I)	SIRENS	1993
ADAMS, LYNNE (I)	HIDDEN AGENDA	2001
ADAMS, LYNNE (I)	THE CALL OF THE WILD: DOG OF THE YUKON	1997
ADAMS, LYNNE (I)	CRUISING BAR	1989
ADAMS, LYNNE (I)	DEAD END	1998
ADAMS, LYNNE (I)	HABITAT	1997
ADAMS, LYNNE (I)	THE WITNESS FILES	1999
ADAMS, LYNNE (I)	HIROSHIMA	1995
ADAMS, LYNNE (I)	THE ULTIMATE WEAPON	1998
ADAMS, LYNNE (I)	JOHNNY MNEMONIC	1995
ADAMS, LYNNE (I)	AIRSPEED	1999
ADAMS, MASON (I)	HOUSEGUEST	1995
ADAMS, MASON (I)	AMERICAN PLAYHOUSE	1981
ADAMS, MASON (I)	SON IN LAW	1993
ADAMS, MASON (I)	TOUCH	1997
ADAMS, MASON (I)	TOY SOLDIERS	1991
ADAMS, MASON (I)	THE LESSER EVIL	1998
ADAMS, MASON (I)	NOT OF THIS EARTH	1995
ADAMS, MASON (I)	SCREENPLAY	1986
ADAMS, STEVE (I)	THE SECOND ARRIVAL	1998
ADAMS, STEVE (I)	CONFESSIONS OF A DANGEROUS MIND	2002
ADAMS, STEVE (I)	DEAD AWAKE	2001
ADAMS, STEVE (I)	DEVOTION	1995
ADAMS, STEVE (I)	HOME TEAM	1998
ADAMS, STEVE (I)	PRESSURE POINT	2001
ADAMS, STEVE (I)	THE BONE COLLECTOR	1999
ADAMS, STEVE (I)	THUNDER POINT	1998
ADAMS, STEVE (I)	THE DEAD ZONE	2002
ADAMS, STEVE (I)	THE CALL OF THE WILD: DOG OF THE YUKON	1997
ADAMS, STEVE (I)	SAVAGE MESSIAH	2002
ADAMS, STEVE (I)	FOR HIRE	1998
ADAMS, STEVE (I)	THE AUDREY HEPBURN STORY	2000
ADAMS, STEVE (I)	STARDOM	2000
ADAMS, STEVE (I)	ORDEAL IN THE ARCTIC	1993
ADAMS, STEVE (I)	WRONG NUMBER	2002
ADAMS, STEVE (I)	STAY TUNED	1992
ADAMS, STEVE (I)	AFFLICTION	1997
ADAMSON, FRANK (I)	A SEASON ON THE BRINK	2002
ADAMSON, FRANK (I)	EDGE OF MADNESS	2002
ADAMSON, FRANK (I)	DOLORES CLAIBORNE	1995
ADAMSON, FRANK (I)	HEADS	1994
ADAMTHWAITE, MICHAEL	THE DEAD ZONE	2002
ADDABBO, ANTHONY	RED SHOE DIARIES 5: WEEKEND PASS	1995
ADDABBO, ANTHONY	A PLACE CALLED TRUTH	1998
ADDABBO, ANTHONY	RED SHOE DIARIES 9: HOTLINE	1994
ADDABBO, ANTHONY	BLACK SEA 213	1998
ADDABBO, ANTHONY	RED SHOE DIARIES	1992
ADDABBO, ANTHONY	RED SHOE DIARIES 15: FORBIDDEN ZONE	2002
ADDABBO, ANTHONY	INSIDE OUT IV	1992
ADDABBO, ANTHONY	WHO KILLED BUDDY BLUE?	1995
ADDISON, WALTER	THE LAST SEDUCTION	1994
ADDISON, WALTER	RAPID FIRE	1992
ADDISON, WALTER	GHOST IN THE MACHINE	1993
ADDISON, WALTER	THE GREAT WHITE HYPE	1996
ADDISON, WALTER	NEWSBREAK	2000
ADDISON, WALTER	THE FAN	1996
ADDISON, WALTER	WHAT PLANET ARE YOU FROM?	2000
ADDY, MARK	JACK FROST	1998
ADDY, MARK	THE FLINTSTONES IN VIVA ROCK VEGAS	2000
ADDY, MARK	HEARTLANDS	2002
ADDY, MARK	DOWN TO EARTH	2001
ADDY, MARK	THE TIME MACHINE	2002
ADDY, MARK	A KNIGHT'S TALE	2001
ADDY, MARK	THE FULL MONTY	1997
ADELSTEIN, PAUL	MY BEST FRIEND'S WEDDING	1997
ADELSTEIN, PAUL	BEDAZZLED	2000
ADI, ALEXANDRA	EDDIE	1996
ADI, ALEXANDRA	SLAP HER, SHE'S FRENCH!	2002
ADI, ALEXANDRA	AMERICAN PIE	1999
ADI, ALEXANDRA	JAWBREAKER	1999
ADI, ALEXANDRA	TEQUILA BODY SHOTS	1999
ADI, ALEXANDRA	COP LAND	1997
ADI, ALEXANDRA	ROUGHNECKS: THE STARSHIP TROOPERS CHRONICLES	1999
ADKINS, SCOTT (II)	TE WU MI CHENG	2001
ADKINS, SCOTT (II)	BLACK MASK 2: CITY OF MASKS	2002
ADKINS, SCOTT (II)	DEI SEUNG CHUI KEUNG	2001
ADKINS, SETH (I)	BABY GENIUSES	1999
ADKINS, SETH (I)	PIRATES OF THE PLAIN	1999
ADKINS, SETH (I)	...FIRST DO NO HARM	1997
ADKINS, SETH (I)	JANE AUSTEN'S MAFIA!	1998
ADKINS, SETH (I)	TITANIC	1997
ADLER, CHARLES (I)	SIEGFRIED & ROY: MASTERS OF THE IMPOSSIBLE	1996
ADLER, CHARLES (I)	COOL WORLD	1992
ADLER, CHARLES (I)	SPAWN	1997
ADLER, CHARLES (I)	SACRIFICE	2000
ADLER, JERRY (I)	LARGER THAN LIFE	1996
ADLER, JERRY (I)	SIX WAYS TO SUNDAY	1997
ADLER, JERRY (I)	FOR BETTER OR WORSE	1995
ADLER, JERRY (I)	GETTING AWAY WITH MURDER	1996
ADLER, JERRY (I)	THE PUBLIC EYE	1992
ADLER, JERRY (I)	MANHATTAN MURDER MYSTERY	1993
ADLER, JOANNA (I)	A FISH IN THE BATHTUB	1999
ADLER, JOANNA (I)	DOWN TO YOU	2000
ADLER, JOANNA (I)	JUST THE TICKET	1999
ADLER, JOANNA (I)	THE PROPRIETOR	1996
ADLER, JOANNA (I)	A PERFECT MURDER	1998
ADLER, JONATHAN (II)	CONTACT	1997
ADLER, JONATHAN (II)	THAT THING YOU DO!	1996
ADLER, JONATHAN (II)	LOVE ME TWICE	1996
ADLER, JONATHAN (II)	MIGHTY JOE YOUNG	1998
ADLER, JONATHAN (II)	EDTV	1999
ADLER, JONATHAN (II)	DESPERATE MEASURES	1998
ADLER, JONATHAN (II)	INDEPENDENCE DAY	1996
ADLER, JONATHAN (II)	ROMY AND MICHELE'S HIGH SCHOOL REUNION	1997
ADLER, JONATHAN (II)	L.A. CONFIDENTIAL	1997
ADLER, MATT	QUIET DAYS IN HOLLYWOOD	1997
ADLER, MATT	THE PEACEMAKER	1997
ADLER, MATT	THE CROW	1994
ADLER, MATT	TERESA'S TATTOO	1994
ADLER, MATT	DINOSAUR	2000
ADLER, MATT	FINAL FANTASY: THE SPIRITS WITHIN	2001
ADLON, PAMELA	VAMPIRE HUNTER D: BLOODLUST	2000
ADLON, PAMELA	MONONOKE-HIME	1997
ADLON, PAMELA	THE GATE II: TRESPASSERS	1990
ADLON, PAMELA	TEACHER'S PET	2000
ADLON, PAMELA	BREAST MEN	1997
ADLON, PAMELA	SPAWN	1997
ADLON, PAMELA	BED OF ROSES	1996
ADLON, PAMELA	SOME GIRL	1998
ADLON, PAMELA	SGT. BILKO	1996
ADLON, PAMELA	PLUMP FICTION	1997
ADLON, PAMELA	TWO GUYS TALKIN' ABOUT GIRLS	1996
